case	model	run	table	phase	weight	calls	total_ms	avg_us	lhs_shape	rhs_shape	sequence_len	log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.7.self_attn.o_proj.weight	1	0.274262	274.262	[1x19x2048]	[1024x256]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.7.self_attn.qkv_proj.weight	1	0.301111	301.111	[1x19x1024]	[4096x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.8.mlp.down_proj.weight	1	0.216003	216.003	[1x19x3072]	[1024x384]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.8.mlp.gate_up_proj.weight	1	0.249873	249.873	[1x19x1024]	[6144x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.8.self_attn.o_proj.weight	1	0.274552	274.552	[1x19x2048]	[1024x256]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.8.self_attn.qkv_proj.weight	1	0.298621	298.621	[1x19x1024]	[4096x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.9.mlp.down_proj.weight	1	0.217474	217.474	[1x19x3072]	[1024x384]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.9.mlp.gate_up_proj.weight	1	0.248583	248.583	[1x19x1024]	[6144x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.9.self_attn.o_proj.weight	1	0.274602	274.602	[1x19x2048]	[1024x256]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.9.self_attn.qkv_proj.weight	1	0.304791	304.791	[1x19x1024]	[4096x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
